Region,Comuna,poblacion,viirs_mean,viirs_sum
Región del Libertador Bernardo O'Higgins,Marchigüe,8715.0,1.0775090372262577,1242.367919921875
Región del Libertador Bernardo O'Higgins,Codegua,13955.0,3.101524070457176,2009.78759765625
Región del Libertador Bernardo O'Higgins,Coinco,7916.0,2.133793056620654,1043.4248046875
Región del Libertador Bernardo O'Higgins,Coltauco,21373.0,1.7580036891042679,1446.8370361328125
Región de La Araucanía,Cholchol,13167.0,1.5259490966796876,259.4113464355469
Región de La Araucanía,Cunco,19177.0,1.139407198194047,647.1832885742188
Región de La Araucanía,Freire,26164.0,1.3834766182580547,1696.142333984375
Región de La Araucanía,Galvarino,12710.0,1.6129002365162999,485.48297119140625
Región del Libertador Bernardo O'Higgins,Graneros,35938.0,4.735081115607278,2504.85791015625
Región del Libertador Bernardo O'Higgins,Malloa,13882.0,1.9790549816945606,1418.982421875
Región de La Araucanía,Nueva Imperial,33988.0,1.7913779022787812,861.6527709960938
Región de La Araucanía,Perquenco,7438.0,1.5879767848151638,763.8168334960938
Región de La Araucanía,Pitrufquén,27041.0,2.243651156295598,1153.2366943359375
Región de La Araucanía,Temuco,292518.0,11.175908523309426,13634.6083984375
Región de La Araucanía,Teodoro Schmidt,15639.0,1.3419029545520065,363.65570068359375
Región de La Araucanía,Vilcún,31575.0,1.5849559145110645,1656.2789306640625
Región de La Araucanía,Angol,53022.0,3.5771230579096045,3165.75390625
Región de La Araucanía,Collipulli,24303.0,2.7751160955630274,2630.81005859375
Región de La Araucanía,Curacautín,18536.0,1.6328901482757026,1103.833740234375
Región de La Araucanía,Ercilla,7730.0,1.4293611373024426,621.7720947265625
Región de La Araucanía,Los Sauces,7348.0,1.9588362897028688,597.445068359375
Región de La Araucanía,Lumaco,9253.0,1.1080367404164992,344.59942626953125
Región de La Araucanía,Purén,12184.0,2.0037947469682837,671.271240234375
Región de La Araucanía,Renaico,10686.0,1.4073054892233883,758.5376586914062
Región de La Araucanía,Traiguén,18873.0,2.250717236799894,931.7969360351562
Región de La Araucanía,Victoria,34464.0,1.9620004797811896,2028.70849609375
Región Metropolitana de Santiago,San Joaquín,95602.0,87.39619311951755,4981.5830078125
Región del Libertador Bernardo O'Higgins,Peumo,14243.0,2.468855717497052,1308.4935302734375
Región del Libertador Bernardo O'Higgins,Pichidegua,20363.0,1.5226946815345082,2073.91015625
Región de Los Lagos,San Pablo,10883.0,1.3229020771227384,804.324462890625
Región de Los Ríos,La Unión,38907.0,2.047876327398563,2422.6376953125
Región de Los Ríos,Los Lagos,21431.0,1.4790955022717198,1042.7623291015625
Región de Los Ríos,Máfil,8074.0,1.4876325248491646,601.0035400390625
Región de Los Ríos,Paillaco,19802.0,1.3416220339188665,1080.0057373046875
Región del Maule,Curepto,9519.0,1.0917201816099475,625.5556640625
Región del Maule,Empedrado,3990.0,1.1132266453334263,311.7034606933594
Región Metropolitana de Santiago,San Miguel,150829.0,82.70921469634433,4383.58837890625
Región del Maule,Pencahue,9181.0,1.2083957307817645,1100.8485107421875
Región del Libertador Bernardo O'Higgins,Rancagua,257744.0,17.551237824675326,18920.234375
Región del Libertador Bernardo O'Higgins,Requínoa,29508.0,3.294988777237267,4593.21435546875
Región del Libertador Bernardo O'Higgins,Mostazal,27394.0,4.756049894555215,3876.1806640625
Región del Libertador Bernardo O'Higgins,San Vicente,49559.0,1.9565076975419886,3290.845947265625
Región del Libertador Bernardo O'Higgins,Nancagua,18723.0,2.558178750764682,1568.16357421875
Región del Libertador Bernardo O'Higgins,Peralillo,12493.0,1.4761153990963856,1470.2109375
Región del Libertador Bernardo O'Higgins,Placilla,9438.0,1.778942747790404,880.57666015625
Región del Libertador Bernardo O'Higgins,Pumanque,4559.0,0.9690455790585691,616.31298828125
Región de Coquimbo,Andacollo,11566.0,2.6385315815120145,1290.241943359375
Región Metropolitana de Santiago,San Ramón,76002.0,72.81666475183823,2475.7666015625
Región de La Araucanía,Gorbea,14148.0,1.51806658163838,1056.5743408203125
Región de La Araucanía,Lautaro,41936.0,2.874898726851852,3104.890625
Región de Los Lagos,Puqueldón,4048.0,0.8307950019836425,265.8544006347656
Región de Los Lagos,Fresia,12320.0,1.4995283160293311,512.8386840820312
Región de Los Lagos,Llanquihue,18088.0,2.346370921415441,1555.6439208984375
Región de Los Lagos,Osorno,166455.0,4.7449248194095475,9442.400390625
Región de Los Lagos,Purranque,19542.0,1.6725674305440885,1266.133544921875
Región de Magallanes y Antártica Chilena,Laguna Blanca,269.0,0.6379309623472152,118.65515899658203
Región Metropolitana de Santiago,Independencia,116943.0,89.71328806322674,3857.67138671875
Región de Valparaíso,Rinconada,11855.0,3.733437278053977,1396.3055419921875
Región de Valparaíso,Cabildo,20015.0,1.1203024207998853,1221.129638671875
Región de Valparaíso,Petorca,10206.0,0.9459633221157449,788.9334106445312
Región Metropolitana de Santiago,La Cisterna,103157.0,62.62034847861842,3569.35986328125
Región de Valparaíso,Panquehue,7269.0,1.9441738011646856,950.7009887695312
Región del Bío-Bío,Cañete,34640.0,1.3679748004415762,1573.1710205078125
Región del Bío-Bío,Contulmo,5905.0,1.14371093331951,333.9635925292969
Región del Bío-Bío,Curanilahue,31119.0,2.7688253963694853,1882.80126953125
Región del Bío-Bío,Lebu,25246.0,2.5912133136778386,1357.7957763671875
Región del Bío-Bío,Los Alamos,21950.0,2.107153403494996,1236.8990478515625
Región Metropolitana de Santiago,Peñalolén,236478.0,32.90137718643345,9640.103515625
Región de Valparaíso,Olmué,19778.0,2.170377849534129,1295.715576171875
Región de Valparaíso,Cartagena,24599.0,4.961181640625,2664.154541015625
Región de Valparaíso,Catemu,13760.0,2.1158236935134864,1313.926513671875
Región de Valparaíso,Llaillay,25484.0,2.7779329916588344,2216.79052734375
Región de Valparaíso,San Felipe,80413.0,7.2123532085298745,4587.056640625
Región de Valparaíso,Santa María,15134.0,3.047031875484246,1474.763427734375
Región de Valparaíso,Villa Alemana,139571.0,12.971907389728804,5201.73486328125
Región del Bío-Bío,Laja,23706.0,2.5987999074151134,1951.69873046875
Región del Bío-Bío,Los Angeles,219441.0,2.8600445054600585,15681.6240234375
Región del Bío-Bío,Mulchén,29036.0,1.906848503561581,1944.9854736328125
Región del Bío-Bío,Nacimiento,26140.0,6.711206489543575,2637.504150390625
Región del Maule,Linares,96744.0,3.6409073761057136,6276.92431640625
Región del Maule,Longaví,33299.0,1.0467078034441573,1670.545654296875
Región Metropolitana de Santiago,Providencia,143974.0,90.79653930664062,7263.72314453125
Región del Bío-Bío,Negrete,10723.0,1.5217778350546634,983.0684814453125
Región del Bío-Bío,Quilaco,4440.0,1.4151398662075347,406.1451416015625
Región del Bío-Bío,Quilleco,9700.0,1.0545650967684659,580.0108032226562
Región Metropolitana de Santiago,La Reina,89870.0,40.98460210755814,5287.013671875
Región de Aysén del Gral.Ibañez del Campo,Río Ibáñez,2723.0,0.5430385044642857,1478.69384765625
Región del Bío-Bío,San Rosendo,3575.0,1.7679302074291088,190.93646240234375
Región del Bío-Bío,Tucapel,15729.0,1.262530851776387,876.1964111328125
Región Metropolitana de Santiago,Calera de Tango,25491.0,8.522789223680219,3511.38916015625
Región de Aysén del Gral.Ibañez del Campo,Chile Chico,4905.0,0.8522518382352942,1970.40625
Región de Magallanes y Antártica Chilena,Torres del Paine,203.0,0.6580236048721493,952.16015625
Región de Magallanes y Antártica Chilena,Primavera,431.0,1.5534593405731894,1780.264404296875
Región del Bío-Bío,Chiguayante,85822.0,10.812088427586858,3578.80126953125
Región del Bío-Bío,Concepción,230375.0,12.858246667336548,11996.744140625
Región del Bío-Bío,Coronel,123648.0,10.640203967065869,10661.484375
Región del Bío-Bío,Florida,12958.0,1.4233872915746466,1611.2744140625
Región del Bío-Bío,Hualqui,25795.0,2.2068353618563625,1591.1282958984375
Región del Bío-Bío,Lota,39980.0,5.8631741091501794,1629.96240234375
Región del Bío-Bío,San Pedro de la Paz,150992.0,13.959420072115385,7258.8984375
Región del Bío-Bío,Santa Juana,14947.0,1.6606200031030958,710.745361328125
Región de Magallanes y Antártica Chilena,San Gregorio,241.0,1.7146639130806012,1568.91748046875
Región de Magallanes y Antártica Chilena,Porvenir,6809.0,1.304667913771112,1853.93310546875
Región de Tarapacá,Camiña,1335.0,0.9089786255557234,329.0502624511719
Región de Tarapacá,Colchane,790.0,1.509186452387287,487.46722412109375
Región de Arica y Parinacota,Putre,1547.0,0.8792196375723104,460.7110900878906
Región de Antofagasta,María Elena,4834.0,3.160902622767857,6416.63232421875
Región del Maule,Talca,232131.0,13.890151796318289,17543.26171875
Región Metropolitana de Santiago,Colina,173293.0,8.144949564119665,21372.34765625
Región Metropolitana de Santiago,Santiago,438856.0,94.353515625,11982.896484375
Región de Antofagasta,Calama,166334.0,6.4807211538461535,27381.046875
Región Metropolitana de Santiago,Lampa,145160.0,9.117131462564474,14140.6708984375
Región Metropolitana de Santiago,Pirque,29060.0,3.5428147393107756,3723.498291015625
Región de Ñuble,Bulnes,23863.0,1.6528043451997423,2404.830322265625
Región de Ñuble,Chillán Viejo,32688.0,3.081433495373925,2508.286865234375
Región de Ñuble,Chillán,190382.0,6.184187307494867,12046.796875
Región del Bío-Bío,Yumbel,23170.0,1.6762595888716063,1852.266845703125
